"...1","...2","Name","ID","Website","Email Address","Non Primary E-mails","Office Phone","Alternate Phone","Fax","Billing Street","Billing City","Billing State","Billing Postal Code","Billing Country","Shipping Street","Shipping City","Shipping State","Shipping Postal Code","Shipping Country","Description","Type","Industry","Annual Revenue","Employees","SIC Code","Ticker Symbol","Parent Account ID","Ownership","Campaign ID","Rating","Assigned to","Assigned User","Date Created","Date Modified","Modified By","Created By","Deleted","Geocode Status","Longitude","Address","Latitude"
65,65,"Lacus Corporation","001i0000008rCDaAAM",NA,NA,NA,NA,NA,NA,"138 Nassau St Ste A, Princeton, NJ 08542-7011","Princeton","New Jersey",NA,NA,"138 Nassau St Ste A, Princeton, NJ 08542-7011","Princeton","New Jersey",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-30,NA,NA,NA,TRUE,NA,NA,NA,NA
66,66,"Blandit Company","001i0000008rCDcAAM",NA,NA,NA,NA,NA,NA,"301 Roy Pitz Ave Ste 3, Chambersburg, PA 17201-1668","Chambersburg","Pennsylvania",NA,NA,"301 Roy Pitz Ave Ste 3, Chambersburg, PA 17201-1668","Chambersburg","Pennsylvania",NA,NA,NA,"Gold","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-12-03,NA,NA,NA,TRUE,NA,NA,NA,NA
67,67,"Blandit Company","001i0000008rCDcAAM",NA,NA,NA,NA,NA,NA,"301 Roy Pitz Ave Ste 3, Chambersburg, PA 17201-1668","Chambersburg","Pennsylvania",NA,NA,"301 Roy Pitz Ave Ste 3, Chambersburg, PA 17201-1668","Chambersburg","Pennsylvania",NA,NA,NA,"Gold","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-30,NA,NA,NA,TRUE,NA,NA,NA,NA
68,68,"Facilisis Facilisis Associates","001i0000008rCDGAA2",NA,NA,NA,NA,NA,NA,"21290 Center Ridge Rd, Rocky River, OH 44116-3204","Rocky River","Ohio",NA,NA,"21290 Center Ridge Rd, Rocky River, OH 44116-3204","Rocky River","Ohio",NA,NA,NA,"Platinum","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-29,NA,NA,NA,TRUE,NA,NA,NA,NA
69,69,"Nulla Semper Tellus Consulting","001i0000008rCdGAAU",NA,NA,NA,NA,NA,NA,"863 E Meadow Rd, Eden, NC 27288-3636","Eden","North Carolina",NA,NA,"863 E Meadow Rd, Eden, NC 27288-3636","Eden","North Carolina",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-06-15,NA,NA,NA,TRUE,NA,NA,NA,NA
70,70,"Nulla Semper Tellus Consulting","001i0000008rCdGAAU",NA,NA,NA,NA,NA,NA,"863 E Meadow Rd, Eden, NC 27288-3636","Eden","North Carolina",NA,NA,"863 E Meadow Rd, Eden, NC 27288-3636","Eden","North Carolina",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-17,NA,NA,NA,TRUE,NA,NA,NA,NA
71,71,"Nonummy Ipsum Non Corporation","001i0000008rCdhAAE",NA,NA,NA,NA,NA,NA,"3174 US Highway 70 W, Smithfield, NC 27577-7613","Smithfield","North Carolina",NA,NA,"3174 US Highway 70 W, Smithfield, NC 27577-7613","Smithfield","North Carolina",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-06-16,NA,NA,NA,TRUE,NA,NA,NA,NA
72,72,"Nonummy Ipsum Non Corporation","001i0000008rCdhAAE",NA,NA,NA,NA,NA,NA,"3174 US Highway 70 W, Smithfield, NC 27577-7613","Smithfield","North Carolina",NA,NA,"3174 US Highway 70 W, Smithfield, NC 27577-7613","Smithfield","North Carolina",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-18,NA,NA,NA,TRUE,NA,NA,NA,NA
73,73,"Dui In Sodales Incorporated","001i0000008rCDIAA2",NA,NA,NA,NA,NA,NA,"2276 E US Highway 22 and 3, Morrow, OH 45152-9414","Morrow","Ohio",NA,NA,"2276 E US Highway 22 and 3, Morrow, OH 45152-9414","Morrow","Ohio",NA,NA,NA,"Gold","Financial Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-29,NA,NA,NA,TRUE,NA,NA,NA,NA
74,74,"Tincidunt Aliquam Foundation","001i0000008rCDyAAM",NA,NA,NA,NA,NA,NA,"3721 Market St, Camp Hill, PA 17011-4326","Camp Hill","Pennsylvania",NA,NA,"3721 Market St, Camp Hill, PA 17011-4326","Camp Hill","Pennsylvania",NA,NA,NA,"Gold","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-02,NA,NA,NA,TRUE,NA,NA,NA,NA
75,75,"Tincidunt Aliquam Foundation","001i0000008rCDyAAM",NA,NA,NA,NA,NA,NA,"3721 Market St, Camp Hill, PA 17011-4326","Camp Hill","Pennsylvania",NA,NA,"3721 Market St, Camp Hill, PA 17011-4326","Camp Hill","Pennsylvania",NA,NA,NA,"Gold","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-03,NA,NA,NA,TRUE,NA,NA,NA,NA
76,76,"Lectus Pede Et Associates","001i0000008rCeAAAU",NA,NA,NA,NA,NA,NA,"2057 N Main St, Montgomery, VT 05470","Montgomery","Vermont",NA,NA,"2057 N Main St, Montgomery, VT 05470","Montgomery","Vermont",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-18,NA,NA,NA,TRUE,NA,NA,NA,NA
77,77,"Lectus Pede Et Associates","001i0000008rCeAAAU",NA,NA,NA,NA,NA,NA,"2057 N Main St, Montgomery, VT 05470","Montgomery","Vermont",NA,NA,"2057 N Main St, Montgomery, VT 05470","Montgomery","Vermont",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-06-08,NA,NA,NA,TRUE,NA,NA,NA,NA
78,78,"Lectus Pede Et Associates","001i0000008rCeAAAU",NA,NA,NA,NA,NA,NA,"2057 N Main St, Montgomery, VT 05470","Montgomery","Vermont",NA,NA,"2057 N Main St, Montgomery, VT 05470","Montgomery","Vermont",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-19,NA,NA,NA,TRUE,NA,NA,NA,NA
79,79,"Arcu PC","001i0000008rCFaAAM",NA,NA,NA,NA,NA,NA,"40827 Stone Rd, Big Bear Lake, CA 92315","Big Bear Lake","California",NA,NA,"40827 Stone Rd, Big Bear Lake, CA 92315","Big Bear Lake","California",NA,NA,NA,"Gold","Financial Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-22,NA,NA,NA,TRUE,NA,NA,NA,NA
80,80,"Arcu PC","001i0000008rCFaAAM",NA,NA,NA,NA,NA,NA,"40827 Stone Rd, Big Bear Lake, CA 92315","Big Bear Lake","California",NA,NA,"40827 Stone Rd, Big Bear Lake, CA 92315","Big Bear Lake","California",NA,NA,NA,"Gold","Financial Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-04-23,NA,NA,NA,TRUE,NA,NA,NA,NA
81,81,"Arcu PC","001i0000008rCFaAAM",NA,NA,NA,NA,NA,NA,"40827 Stone Rd, Big Bear Lake, CA 92315","Big Bear Lake","California",NA,NA,"40827 Stone Rd, Big Bear Lake, CA 92315","Big Bear Lake","California",NA,NA,NA,"Gold","Financial Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-23,NA,NA,NA,TRUE,NA,NA,NA,NA
82,82,"Tristique Senectus Et LLP","001i0000008rCfdAAE",NA,NA,NA,NA,NA,NA,"76 Hope St, Greenfield, MA 01301-3573","Greenfield","Massachusetts",NA,NA,"76 Hope St, Greenfield, MA 01301-3573","Greenfield","Massachusetts",NA,NA,NA,"Gold","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-26,NA,NA,NA,TRUE,NA,NA,NA,NA
83,83,"Tristique Senectus Et LLP","001i0000008rCfdAAE",NA,NA,NA,NA,NA,NA,"76 Hope St, Greenfield, MA 01301-3573","Greenfield","Massachusetts",NA,NA,"76 Hope St, Greenfield, MA 01301-3573","Greenfield","Massachusetts",NA,NA,NA,"Gold","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-05-13,NA,NA,NA,TRUE,NA,NA,NA,NA
84,84,"Tristique Senectus Et LLP","001i0000008rCfdAAE",NA,NA,NA,NA,NA,NA,"76 Hope St, Greenfield, MA 01301-3573","Greenfield","Massachusetts",NA,NA,"76 Hope St, Greenfield, MA 01301-3573","Greenfield","Massachusetts",NA,NA,NA,"Gold","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-06-29,NA,NA,NA,TRUE,NA,NA,NA,NA
85,85,"Tristique Senectus Et LLP","001i0000008rCfdAAE",NA,NA,NA,NA,NA,NA,"76 Hope St, Greenfield, MA 01301-3573","Greenfield","Massachusetts",NA,NA,"76 Hope St, Greenfield, MA 01301-3573","Greenfield","Massachusetts",NA,NA,NA,"Gold","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-29,NA,NA,NA,TRUE,NA,NA,NA,NA
86,86,"Tristique Senectus Et LLP","001i0000008rCfdAAE",NA,NA,NA,NA,NA,NA,"76 Hope St, Greenfield, MA 01301-3573","Greenfield","Massachusetts",NA,NA,"76 Hope St, Greenfield, MA 01301-3573","Greenfield","Massachusetts",NA,NA,NA,"Gold","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-27,NA,NA,NA,TRUE,NA,NA,NA,NA
87,87,"Vehicula Limited","001i0000008rCfSAAU",NA,NA,NA,NA,NA,NA,"405 Hay St, Fayetteville, NC 28301-5537","Fayetteville","North Carolina",NA,NA,"405 Hay St, Fayetteville, NC 28301-5537","Fayetteville","North Carolina",NA,NA,NA,"Gold","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-06-24,NA,NA,NA,TRUE,NA,NA,NA,NA
88,88,"Vehicula Limited","001i0000008rCfSAAU",NA,NA,NA,NA,NA,NA,"405 Hay St, Fayetteville, NC 28301-5537","Fayetteville","North Carolina",NA,NA,"405 Hay St, Fayetteville, NC 28301-5537","Fayetteville","North Carolina",NA,NA,NA,"Gold","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-26,NA,NA,NA,TRUE,NA,NA,NA,NA
89,89,"Adipiscing Corporation","001i0000008rCg2AAE",NA,NA,NA,NA,NA,NA,"2101 Epcot Resorts Blvd, Lake Buena Vista, FL 32830-8442","Lake Buena Vista","Florida",NA,NA,"2101 Epcot Resorts Blvd, Lake Buena Vista, FL 32830-8442","Lake Buena Vista","Florida",NA,NA,NA,"Gold","Financial Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-08-26,NA,NA,NA,TRUE,NA,NA,NA,NA
90,90,"Adipiscing Corporation","001i0000008rCg2AAE",NA,NA,NA,NA,NA,NA,"2101 Epcot Resorts Blvd, Lake Buena Vista, FL 32830-8442","Lake Buena Vista","Florida",NA,NA,"2101 Epcot Resorts Blvd, Lake Buena Vista, FL 32830-8442","Lake Buena Vista","Florida",NA,NA,NA,"Gold","Financial Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-29,NA,NA,NA,TRUE,NA,NA,NA,NA
91,91,"Consectetuer Rhoncus Nullam Foundation","001i0000008rCi3AAE",NA,NA,NA,NA,NA,NA,"2439 Atwood Ave, Madison, WI 53704-5604","Madison","Wisconsin",NA,NA,"2439 Atwood Ave, Madison, WI 53704-5604","Madison","Wisconsin",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-07-01,NA,NA,NA,TRUE,NA,NA,NA,NA
92,92,"Turpis Nulla Incorporated","001i0000008rCjzAAE",NA,NA,NA,NA,NA,NA,"5600 Roswell Rd, Sandy Springs, GA 30342-1150","Sandy Springs","Georgia",NA,NA,"5600 Roswell Rd, Sandy Springs, GA 30342-1150","Sandy Springs","Georgia",NA,NA,NA,"Gold","Packaged Goods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-16,NA,NA,NA,TRUE,NA,NA,NA,NA
93,93,"Turpis Nulla Incorporated","001i0000008rCjzAAE",NA,NA,NA,NA,NA,NA,"5600 Roswell Rd, Sandy Springs, GA 30342-1150","Sandy Springs","Georgia",NA,NA,"5600 Roswell Rd, Sandy Springs, GA 30342-1150","Sandy Springs","Georgia",NA,NA,NA,"Gold","Packaged Goods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-07-18,NA,NA,NA,TRUE,NA,NA,NA,NA
94,94,"Massa Suspendisse Eleifend LLP","001i0000008rCKqAAM",NA,NA,NA,NA,NA,NA,"991 Central Rd, Bloomsburg, PA 17815-8990","Bloomsburg","Pennsylvania",NA,NA,"991 Central Rd, Bloomsburg, PA 17815-8990","Bloomsburg","Pennsylvania",NA,NA,NA,"Gold","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-03,NA,NA,NA,TRUE,NA,NA,NA,NA
95,95,"Massa Suspendisse Eleifend LLP","001i0000008rCKqAAM",NA,NA,NA,NA,NA,NA,"991 Central Rd, Bloomsburg, PA 17815-8990","Bloomsburg","Pennsylvania",NA,NA,"991 Central Rd, Bloomsburg, PA 17815-8990","Bloomsburg","Pennsylvania",NA,NA,NA,"Gold","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-03-05,NA,NA,NA,TRUE,NA,NA,NA,NA
96,96,"Lacus Ut Nec Incorporated","001i0000008rClfAAE",NA,NA,NA,NA,NA,NA,"4120 Main St, Philadelphia, PA 19127-1618","Philadelphia","Pennsylvania",NA,NA,"4120 Main St, Philadelphia, PA 19127-1618","Philadelphia","Pennsylvania",NA,NA,NA,"Gold","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-27,NA,NA,NA,TRUE,NA,NA,NA,NA
97,97,"Lacus Ut Nec Incorporated","001i0000008rClfAAE",NA,NA,NA,NA,NA,NA,"4120 Main St, Philadelphia, PA 19127-1618","Philadelphia","Pennsylvania",NA,NA,"4120 Main St, Philadelphia, PA 19127-1618","Philadelphia","Pennsylvania",NA,NA,NA,"Gold","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-29,NA,NA,NA,TRUE,NA,NA,NA,NA
98,98,"Lacus Ut Nec Incorporated","001i0000008rClfAAE",NA,NA,NA,NA,NA,NA,"4120 Main St, Philadelphia, PA 19127-1618","Philadelphia","Pennsylvania",NA,NA,"4120 Main St, Philadelphia, PA 19127-1618","Philadelphia","Pennsylvania",NA,NA,NA,"Gold","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-03-29,NA,NA,NA,TRUE,NA,NA,NA,NA
99,99,"Lacus Ut Nec Incorporated","001i0000008rClfAAE",NA,NA,NA,NA,NA,NA,"4120 Main St, Philadelphia, PA 19127-1618","Philadelphia","Pennsylvania",NA,NA,"4120 Main St, Philadelphia, PA 19127-1618","Philadelphia","Pennsylvania",NA,NA,NA,"Gold","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-07-31,NA,NA,NA,TRUE,NA,NA,NA,NA
100,100,"Erat Etiam Incorporated","001i0000008rCLtAAM",NA,NA,NA,NA,NA,NA,"2325 Endicott St, Saint Paul, MN 55114","Saint Paul","Minnesota",NA,NA,"2325 Endicott St, Saint Paul, MN 55114","Saint Paul","Minnesota",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-03-11,NA,NA,NA,TRUE,NA,NA,NA,NA
101,101,"Erat Etiam Incorporated","001i0000008rCLtAAM",NA,NA,NA,NA,NA,NA,"2325 Endicott St, Saint Paul, MN 55114","Saint Paul","Minnesota",NA,NA,"2325 Endicott St, Saint Paul, MN 55114","Saint Paul","Minnesota",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-04-08,NA,NA,NA,TRUE,NA,NA,NA,NA
102,102,"Erat Etiam Incorporated","001i0000008rCLtAAM",NA,NA,NA,NA,NA,NA,"2325 Endicott St, Saint Paul, MN 55114","Saint Paul","Minnesota",NA,NA,"2325 Endicott St, Saint Paul, MN 55114","Saint Paul","Minnesota",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-03-12,NA,NA,NA,TRUE,NA,NA,NA,NA
103,103,"Fusce Aliquam Enim Limited","001i0000008rCqiAAE",NA,NA,NA,NA,NA,NA,"41 Center St, Rutland, VT 05701-4016","Rutland","Vermont",NA,NA,"41 Center St, Rutland, VT 05701-4016","Rutland","Vermont",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-08-28,NA,NA,NA,TRUE,NA,NA,NA,NA
104,104,"Fusce Aliquam Enim Limited","001i0000008rCqiAAE",NA,NA,NA,NA,NA,NA,"41 Center St, Rutland, VT 05701-4016","Rutland","Vermont",NA,NA,"41 Center St, Rutland, VT 05701-4016","Rutland","Vermont",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-02-13,NA,NA,NA,TRUE,NA,NA,NA,NA
105,105,"Fusce Aliquam Enim Limited","001i0000008rCqiAAE",NA,NA,NA,NA,NA,NA,"41 Center St, Rutland, VT 05701-4016","Rutland","Vermont",NA,NA,"41 Center St, Rutland, VT 05701-4016","Rutland","Vermont",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-31,NA,NA,NA,TRUE,NA,NA,NA,NA
106,106,"Fusce Aliquam Enim Limited","001i0000008rCqiAAE",NA,NA,NA,NA,NA,NA,"41 Center St, Rutland, VT 05701-4016","Rutland","Vermont",NA,NA,"41 Center St, Rutland, VT 05701-4016","Rutland","Vermont",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-02-14,NA,NA,NA,TRUE,NA,NA,NA,NA
107,107,"Fusce Aliquam Enim Limited","001i0000008rCqiAAE",NA,NA,NA,NA,NA,NA,"41 Center St, Rutland, VT 05701-4016","Rutland","Vermont",NA,NA,"41 Center St, Rutland, VT 05701-4016","Rutland","Vermont",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-08-29,NA,NA,NA,TRUE,NA,NA,NA,NA
108,108,"Natoque LLP","001i0000008rCrnAAE",NA,NA,NA,NA,NA,NA,"3410 North 29th Ave, Hollywood, FL 33020-1002","Hollywood","Florida",NA,NA,"3410 North 29th Ave, Hollywood, FL 33020-1002","Hollywood","Florida",NA,NA,NA,"Gold","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-09-03,NA,NA,NA,TRUE,NA,NA,NA,NA
109,109,"Natoque LLP","001i0000008rCrnAAE",NA,NA,NA,NA,NA,NA,"3410 North 29th Ave, Hollywood, FL 33020-1002","Hollywood","Florida",NA,NA,"3410 North 29th Ave, Hollywood, FL 33020-1002","Hollywood","Florida",NA,NA,NA,"Gold","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-09-04,NA,NA,NA,TRUE,NA,NA,NA,NA
110,110,"Nibh Lacinia Orci Industries","001i0000008rCtFAAU",NA,NA,NA,NA,NA,NA,"1500 Beach Blvd Ste 217, Jacksonville Beach, FL 32250-2624","Jacksonville Beach","Florida",NA,NA,"1500 Beach Blvd Ste 217, Jacksonville Beach, FL 32250-2624","Jacksonville Beach","Florida",NA,NA,NA,"Gold","Hospitality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-08-15,NA,NA,NA,TRUE,NA,NA,NA,NA
111,111,"Nibh Lacinia Orci Industries","001i0000008rCtFAAU",NA,NA,NA,NA,NA,NA,"1500 Beach Blvd Ste 217, Jacksonville Beach, FL 32250-2624","Jacksonville Beach","Florida",NA,NA,"1500 Beach Blvd Ste 217, Jacksonville Beach, FL 32250-2624","Jacksonville Beach","Florida",NA,NA,NA,"Gold","Hospitality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-08-26,NA,NA,NA,TRUE,NA,NA,NA,NA
112,112,"Nibh Lacinia Orci Industries","001i0000008rCtFAAU",NA,NA,NA,NA,NA,NA,"1500 Beach Blvd Ste 217, Jacksonville Beach, FL 32250-2624","Jacksonville Beach","Florida",NA,NA,"1500 Beach Blvd Ste 217, Jacksonville Beach, FL 32250-2624","Jacksonville Beach","Florida",NA,NA,NA,"Gold","Hospitality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-08-27,NA,NA,NA,TRUE,NA,NA,NA,NA
113,113,"Nibh Lacinia Orci Industries","001i0000008rCtFAAU",NA,NA,NA,NA,NA,NA,"1500 Beach Blvd Ste 217, Jacksonville Beach, FL 32250-2624","Jacksonville Beach","Florida",NA,NA,"1500 Beach Blvd Ste 217, Jacksonville Beach, FL 32250-2624","Jacksonville Beach","Florida",NA,NA,NA,"Gold","Hospitality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-09-12,NA,NA,NA,TRUE,NA,NA,NA,NA
114,114,"Nibh Lacinia Orci Industries","001i0000008rCtFAAU",NA,NA,NA,NA,NA,NA,"1500 Beach Blvd Ste 217, Jacksonville Beach, FL 32250-2624","Jacksonville Beach","Florida",NA,NA,"1500 Beach Blvd Ste 217, Jacksonville Beach, FL 32250-2624","Jacksonville Beach","Florida",NA,NA,NA,"Gold","Hospitality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-08-17,NA,NA,NA,TRUE,NA,NA,NA,NA
115,115,"Nibh Lacinia Orci Industries","001i0000008rCtFAAU",NA,NA,NA,NA,NA,NA,"1500 Beach Blvd Ste 217, Jacksonville Beach, FL 32250-2624","Jacksonville Beach","Florida",NA,NA,"1500 Beach Blvd Ste 217, Jacksonville Beach, FL 32250-2624","Jacksonville Beach","Florida",NA,NA,NA,"Gold","Hospitality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-08-28,NA,NA,NA,TRUE,NA,NA,NA,NA
116,116,"Nibh Lacinia Orci Industries","001i0000008rCtFAAU",NA,NA,NA,NA,NA,NA,"1500 Beach Blvd Ste 217, Jacksonville Beach, FL 32250-2624","Jacksonville Beach","Florida",NA,NA,"1500 Beach Blvd Ste 217, Jacksonville Beach, FL 32250-2624","Jacksonville Beach","Florida",NA,NA,NA,"Gold","Hospitality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-08-29,NA,NA,NA,TRUE,NA,NA,NA,NA
117,117,"Nibh Lacinia Orci Industries","001i0000008rCtFAAU",NA,NA,NA,NA,NA,NA,"1500 Beach Blvd Ste 217, Jacksonville Beach, FL 32250-2624","Jacksonville Beach","Florida",NA,NA,"1500 Beach Blvd Ste 217, Jacksonville Beach, FL 32250-2624","Jacksonville Beach","Florida",NA,NA,NA,"Gold","Hospitality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-09-12,NA,NA,NA,TRUE,NA,NA,NA,NA
118,118,"Pede Et Risus Limited","001i0000008rCv2AAE",NA,NA,NA,NA,NA,NA,"705 Main St, Ogunquit, ME 03907-3013","Ogunquit","Maine",NA,NA,"705 Main St, Ogunquit, ME 03907-3013","Ogunquit","Maine",NA,NA,NA,"Gold","Manufacturing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-07-31,NA,NA,NA,TRUE,NA,NA,NA,NA
119,119,"Pede Et Risus Limited","001i0000008rCv2AAE",NA,NA,NA,NA,NA,NA,"705 Main St, Ogunquit, ME 03907-3013","Ogunquit","Maine",NA,NA,"705 Main St, Ogunquit, ME 03907-3013","Ogunquit","Maine",NA,NA,NA,"Gold","Manufacturing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-07,NA,NA,NA,TRUE,NA,NA,NA,NA
120,120,"Pede Et Risus Limited","001i0000008rCv2AAE",NA,NA,NA,NA,NA,NA,"705 Main St, Ogunquit, ME 03907-3013","Ogunquit","Maine",NA,NA,"705 Main St, Ogunquit, ME 03907-3013","Ogunquit","Maine",NA,NA,NA,"Gold","Manufacturing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-09-22,NA,NA,NA,TRUE,NA,NA,NA,NA
121,121,"Nulla In Tincidunt Corp.","001i0000008rCvaAAE",NA,NA,NA,NA,NA,NA,"4500 N Nebraska Ave, Tampa, FL 33603-4149","Tampa","Florida",NA,NA,"4500 N Nebraska Ave, Tampa, FL 33603-4149","Tampa","Florida",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-09-23,NA,NA,NA,TRUE,NA,NA,NA,NA
122,122,"Nulla In Tincidunt Corp.","001i0000008rCvaAAE",NA,NA,NA,NA,NA,NA,"4500 N Nebraska Ave, Tampa, FL 33603-4149","Tampa","Florida",NA,NA,"4500 N Nebraska Ave, Tampa, FL 33603-4149","Tampa","Florida",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-09-23,NA,NA,NA,TRUE,NA,NA,NA,NA
123,123,"Tristique Ac Corp.","001i0000008rCVeAAM",NA,NA,NA,NA,NA,NA,"202B Harrison St SE, Leesburg, VA 20175-3701","Leesburg","Virginia",NA,NA,"202B Harrison St SE, Leesburg, VA 20175-3701","Leesburg","Virginia",NA,NA,NA,"Gold","Manufacturing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-04-29,NA,NA,NA,TRUE,NA,NA,NA,NA
124,124,"Tristique Ac Corp.","001i0000008rCVeAAM",NA,NA,NA,NA,NA,NA,"202B Harrison St SE, Leesburg, VA 20175-3701","Leesburg","Virginia",NA,NA,"202B Harrison St SE, Leesburg, VA 20175-3701","Leesburg","Virginia",NA,NA,NA,"Gold","Manufacturing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-05-01,NA,NA,NA,TRUE,NA,NA,NA,NA
125,125,"Dolor Elit Pellentesque Institute","001i0000008rCvHAAU",NA,NA,NA,NA,NA,NA,"610 Main St, Rapid City, SD 57701-2736","Rapid City","South Dakota",NA,NA,"610 Main St, Rapid City, SD 57701-2736","Rapid City","South Dakota",NA,NA,NA,"Gold","Publishing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-09-22,NA,NA,NA,TRUE,NA,NA,NA,NA
126,126,"Luctus Felis Purus Foundation","001i0000008rCVtAAM",NA,NA,NA,NA,NA,NA,"8308 Main St, Ellicott City, MD 21043-4601","Ellicott City","Maryland",NA,NA,"8308 Main St, Ellicott City, MD 21043-4601","Ellicott City","Maryland",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-05-01,NA,NA,NA,TRUE,NA,NA,NA,NA
127,127,"Luctus Felis Purus Foundation","001i0000008rCVtAAM",NA,NA,NA,NA,NA,NA,"8308 Main St, Ellicott City, MD 21043-4601","Ellicott City","Maryland",NA,NA,"8308 Main St, Ellicott City, MD 21043-4601","Ellicott City","Maryland",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-05-03,NA,NA,NA,TRUE,NA,NA,NA,NA
