"Opportunity Name","ID","Opportunity Amount","Currency","Expected Close Date","Sales Stage","Probability (%)","Next Step","Type","Account Name","Description","Amount","Lead Source","campaign_id","Assigned to","Assigned User","Date Created","Date Modified","Created By","Modified By","Deleted","Geocode Status","Longitude","Address","Latitude"
"Pede Et Risus Limited vtJ3AAI  MOL Standard Maintenance","006i0000001vtJ3AAI",11,"","07/29/2011","Closed Won","","","Maintenance","Pede Et Risus Limited","",1029.6,"","","","","07/31/2011 00:00","","","","","",-70.597888,"",43.267243
"Pede Et Risus Limited vtlQAAQ  MOL Standard Software","006i0000001vtlQAAQ",7,"","07/09/2012","Closed Won","","","Software","Pede Et Risus Limited","",4648,"","","","","07/07/2012 00:00","","","","","",-70.597888,"",43.267243
"Pede Et Risus Limited vunJAAQ  MOL Standard Maintenance","006i0000001vunJAAQ",37,"","09/22/2013","Closed Won","","","Maintenance","Pede Et Risus Limited","",3463.2,"","","","","09/22/2013 00:00","","","","","",-70.597888,"",43.267243
"Nulla In Tincidunt Corp. vtsXAAQ  MOL Standard Software","006i0000001vtsXAAQ",8,"","09/21/2012","Closed Won","","","Software","Nulla In Tincidunt Corp.","",6016,"","","","","09/23/2012 00:00","","","","","",-82.45146,"",27.98624
"Nulla In Tincidunt Corp. vunrAAA  MOL Standard Maintenance","006i0000001vunrAAA",38,"","09/27/2013","Closed Won","","","Maintenance","Nulla In Tincidunt Corp.","",3602.4,"","","","","09/23/2013 00:00","","","","","",-82.45146,"",27.98624
"Tristique Ac Corp. vtd4AAA  MOL Standard Maintenance","006i0000001vtd4AAA",3,"","04/27/2012","Closed Won","","","Maintenance","Tristique Ac Corp.","",313.2,"","","","","04/29/2012 00:00","","","","","",-77.562465,"",39.11258
"Tristique Ac Corp. vuNxAAI  MOL Standard Software","006i0000001vuNxAAI",4,"","05/06/2013","Closed Lost","","","Software","Tristique Ac Corp.","",2304,"","","","","05/01/2013 00:00","","","","","",-77.562465,"",39.11258
"Dolor Elit Pellentesque Institute vunYAAQ  MOL Premium Software","006i0000001vunYAAQ",23,"","09/20/2013","Closed Lost","","","Software","Dolor Elit Pellentesque Institute","",22356,"","","","","09/22/2013 00:00","","","","","",-103.227547,"",44.081389
"Luctus Felis Purus Foundation vtdPAAQ  MOL Standard Software","006i0000001vtdPAAQ",16,"","04/29/2012","Closed Won","","","Software","Luctus Felis Purus Foundation","",11264,"","","","","05/01/2012 00:00","","","","","",-76.799582,"",39.26818
"Luctus Felis Purus Foundation vuOCAAY  MOL Standard Maintenance","006i0000001vuOCAAY",22,"","05/04/2013","Closed Won","","","Maintenance","Luctus Felis Purus Foundation","",2244,"","","","","05/03/2013 00:00","","","","","",-76.799582,"",39.26818
"Nullam Suscipit LLP vtsWAAQ  MOL Standard Maintenance","006i0000001vtsWAAQ",17,"","09/21/2012","Closed Won","","","Maintenance","Nullam Suscipit LLP","",1734,"","","","","09/23/2012 00:00","","","","","",-82.441821,"",27.960707
"Nullam Suscipit LLP vunpAAA  MOL Standard Software","006i0000001vunpAAA",1,"","09/25/2013","Closed Lost","","","Software","Nullam Suscipit LLP","",768,"","","","","09/23/2013 00:00","","","","","",-82.441821,"",27.960707
"Integer Tincidunt Inc. vtADAAY  MOL Standard Services","006i0000001vtADAAY",45,"","02/26/2011","Closed Lost","","","Services","Integer Tincidunt Inc.","",24255,"","","","","02/28/2011 00:00","","","","","",-116.388535,"",46.152419
"Integer Tincidunt Inc. vtWjAAI  MOL Standard Software","006i0000001vtWjAAI",2,"","02/29/2012","Closed Lost","","","Software","Integer Tincidunt Inc.","",1184,"","","","","02/27/2012 00:00","","","","","",-116.388535,"",46.152419
"Integer Tincidunt Inc. vtZaAAI  MOL Standard Software","006i0000001vtZaAAI",3,"","04/04/2012","Closed Won","","","Software","Integer Tincidunt Inc.","",1992,"","","","","03/27/2012 00:00","","","","","",-116.388535,"",46.152419
"Integer Tincidunt Inc. vu6IAAQ  MOL Standard Software","006i0000001vu6IAAQ",8,"","01/08/2013","Closed Won","","","Software","Integer Tincidunt Inc.","",6080,"","","","","01/02/2013 00:00","","","","","",-116.388535,"",46.152419
"Integer Tincidunt Inc. vuL5AAI  MOL Standard Software","006i0000001vuL5AAI",51,"","04/09/2013","Closed Won","","","Software","Integer Tincidunt Inc.","",34272,"","","","","04/08/2013 00:00","","","","","",-116.388535,"",46.152419
"Integer Tincidunt Inc. vuoWAAQ  MOL Standard Maintenance","006i0000001vuoWAAQ",41,"","10/02/2013","Closed Won","","","Maintenance","Integer Tincidunt Inc.","",4083.6,"","","","","09/25/2013 00:00","","","","","",-116.388535,"",46.152419
"Odio Aliquam Vulputate Limited vtLkAAI  MOL Standard Services","006i0000001vtLkAAI",10,"","09/23/2011","Closed Won","","","Services","Odio Aliquam Vulputate Limited","",6090,"","","","","09/25/2011 00:00","","","","","",-74.277236,"",40.554763
"Odio Aliquam Vulputate Limited vtUpAAI  MOL Standard Services","006i0000001vtUpAAI",7,"","01/31/2012","Closed Lost","","","Services","Odio Aliquam Vulputate Limited","",4753,"","","","","01/29/2012 00:00","","","","","",-74.277236,"",40.554763
"Odio Aliquam Vulputate Limited vtruAAA  MOL Standard Software","006i0000001vtruAAA",18,"","09/18/2012","Closed Won","","","Software","Odio Aliquam Vulputate Limited","",11664,"","","","","09/18/2012 00:00","","","","","",-74.277236,"",40.554763
"Odio Aliquam Vulputate Limited vu38AAA  MOL Standard Software","006i0000001vu38AAA",16,"","12/30/2012","Closed Won","","","Software","Odio Aliquam Vulputate Limited","",10496,"","","","","12/22/2012 00:00","","","","","",-74.277236,"",40.554763
"Odio Aliquam Vulputate Limited vup3AAA  MOL Standard Software","006i0000001vup3AAA",19,"","10/03/2013","Closed Won","","","Software","Odio Aliquam Vulputate Limited","",12160,"","","","","09/26/2013 00:00","","","","","",-74.277236,"",40.554763
"Ante Vivamus Corp. vuPRAAY  MOL Standard Software","006i0000001vuPRAAY",9,"","05/10/2013","Closed Won","","","Software","Ante Vivamus Corp.","",6336,"","","","","05/12/2013 00:00","","","","","",-85.210421,"",44.976252
"Lacinia At Incorporated vtDvAAI  MOL Standard Software","006i0000001vtDvAAI",62,"","05/15/2011","Closed Won","","","Software","Lacinia At Incorporated","",40176,"","","","","05/17/2011 00:00","","","","","",-77.654895,"",42.315999
"Lacinia At Incorporated vty2AAA  MOL Standard Software","006i0000001vty2AAA",93,"","11/06/2012","Closed Lost","","","Software","Lacinia At Incorporated","",63984,"","","","","11/05/2012 00:00","","","","","",-77.654895,"",42.315999
"Lacinia At Incorporated vuQDAAY  MOL Standard Software","006i0000001vuQDAAY",4,"","05/21/2013","Closed Won","","","Software","Lacinia At Incorporated","",2336,"","","","","05/18/2013 00:00","","","","","",-77.654895,"",42.315999
"Interdum Curabitur Dictum Inc. vtE7AAI  MOL Standard Software","006i0000001vtE7AAI",30,"","05/20/2011","Closed Won","","","Software","Interdum Curabitur Dictum Inc.","",18000,"","","","","05/22/2011 00:00","","","","","",-82.932009,"",40.127006
"Interdum Curabitur Dictum Inc. vtUdAAI  MOL Standard Software","006i0000001vtUdAAI",1,"","02/01/2012","Closed Lost","","","Software","Interdum Curabitur Dictum Inc.","",672,"","","","","01/28/2012 00:00","","","","","",-82.932009,"",40.127006
"Interdum Curabitur Dictum Inc. vtcXAAQ  MOL Standard Services","006i0000001vtcXAAQ",8,"","05/05/2012","Closed Won","","","Services","Interdum Curabitur Dictum Inc.","",5376,"","","","","04/28/2012 00:00","","","","","",-82.932009,"",40.127006
"Interdum Curabitur Dictum Inc. vuRJAAY  MOL Standard Software","006i0000001vuRJAAY",113,"","05/24/2013","Closed Won","","","Software","Interdum Curabitur Dictum Inc.","",68704,"","","","","05/23/2013 00:00","","","","","",-82.932009,"",40.127006
"Dui Lectus Rutrum Foundation vtEMAAY  MOL Standard Software","006i0000001vtEMAAY",12,"","05/27/2011","Closed Won","","","Software","Dui Lectus Rutrum Foundation","",7200,"","","","","05/29/2011 00:00","","","","","",-82.81965,"",41.652955
"Dui Lectus Rutrum Foundation vtbMAAQ  MOL Standard Software","006i0000001vtbMAAQ",28,"","04/22/2012","Closed Won","","","Software","Dui Lectus Rutrum Foundation","",17920,"","","","","04/16/2012 00:00","","","","","",-82.81965,"",41.652955
"Dui Lectus Rutrum Foundation vuS9AAI  MOL Standard Maintenance","006i0000001vuS9AAI",23,"","06/07/2013","Closed Won","","","Maintenance","Dui Lectus Rutrum Foundation","",2511.6,"","","","","05/30/2013 00:00","","","","","",-82.81965,"",41.652955
"Mauris Vestibulum LLP vtf8AAA  MOL Standard Maintenance","006i0000001vtf8AAA",7,"","05/23/2012","Closed Won","","","Maintenance","Mauris Vestibulum LLP","",823.2,"","","","","05/25/2012 00:00","","","","","",-75.09862,"",38.335118
"Mauris Vestibulum LLP vuRnAAI  MOL Standard Software","006i0000001vuRnAAI",3,"","06/02/2013","Closed Lost","","","Software","Mauris Vestibulum LLP","",2160,"","","","","05/27/2013 00:00","","","","","",-75.09862,"",38.335118
"Ultricies Adipiscing Enim Institute vu5PAAQ  MOL Standard Software","006i0000001vu5PAAQ",4,"","09/27/2013","Closed Lost","","","Software","Ultricies Adipiscing Enim Institute","",2528,"","","","","12/29/2012 00:00","","","","","",-88.202421,"",41.657902
"Ultricies Adipiscing Enim Institute vurqAAA  MOL Standard Maintenance","006i0000001vurqAAA",20,"","09/27/2013","Closed Won","","","Maintenance","Ultricies Adipiscing Enim Institute","",1872,"","","","","09/29/2013 00:00","","","","","",-88.202421,"",41.657902
"Inceptos Hymenaeos Mauris Corporation vtJDAAY  MOL Standard Software","006i0000001vtJDAAY",37,"","07/30/2011","Closed Won","","","Software","Inceptos Hymenaeos Mauris Corporation","",23976,"","","","","08/01/2011 00:00","","","","","",-69.979896,"",43.912764
"Inceptos Hymenaeos Mauris Corporation vtiyAAA  MOL Standard Maintenance","006i0000001vtiyAAA",15,"","06/28/2012","Closed Lost","","","Maintenance","Inceptos Hymenaeos Mauris Corporation","",1656,"","","","","06/24/2012 00:00","","","","","",-69.979896,"",43.912764
"Inceptos Hymenaeos Mauris Corporation vurRAAQ  MOL Standard Software","006i0000001vurRAAQ",4,"","10/06/2013","Closed Lost","","","Software","Inceptos Hymenaeos Mauris Corporation","",2624,"","","","","09/29/2013 00:00","","","","","",-69.979896,"",43.912764
"Vitae Diam Proin Foundation vtuXAAQ  MOL Standard Services","006i0000001vtuXAAQ",16,"","09/27/2012","Closed Won","","","Services","Vitae Diam Proin Foundation","",9296,"","","","","09/29/2012 00:00","","","","","",-82.516167,"",27.259739
"Vitae Diam Proin Foundation vurtAAA  MOL Standard Software","006i0000001vurtAAA",16,"","10/07/2013","Closed Lost","","","Software","Vitae Diam Proin Foundation","",10752,"","","","","09/29/2013 00:00","","","","","",-82.516167,"",27.259739
"Nam Consequat Ltd vusKAAQ  MOL Standard Software","006i0000001vusKAAQ",7,"","09/27/2013","Closed Lost","","","Software","Nam Consequat Ltd","",4816,"","","","","09/29/2013 00:00","","","","","",-87.97661,"",41.889987
"Hendrerit Donec Inc. vuwDAAQ  MOL Standard Software","006i0000001vuwDAAQ",1,"","10/20/2013","Closed Lost","","","Software","Hendrerit Donec Inc.","",744,"","","","","10/22/2013 00:00","","","","","",-88.403993,"",40.194982
"Vestibulum Ante Incorporated vuFnAAI  MOL Standard Maintenance","006i0000001vuFnAAI",44,"","03/18/2013","Closed Won","","","Maintenance","Vestibulum Ante Incorporated","",5016,"","","","","03/20/2013 00:00","","","","","",-87.585323,"",37.980028
"Vestibulum Ante Incorporated vvTiAAI  MOL Standard Software","006i0000001vvTiAAI",124,"","03/24/2014","Closed Won","","","Software","Vestibulum Ante Incorporated","",71424,"","","","","03/20/2014 00:00","","","","","",-87.585323,"",37.980028
"Volutpat Nulla Consulting vtQHAAY  MOL Standard Software","006i0000001vtQHAAY",18,"","11/27/2011","Closed Won","","","Software","Volutpat Nulla Consulting","",10656,"","","","","11/29/2011 00:00","","","","","",-75.91459,"",42.098725
"Volutpat Nulla Consulting vtWeAAI  MOL Standard Software","006i0000001vtWeAAI",7,"","03/02/2012","Closed Won","","","Software","Volutpat Nulla Consulting","",5544,"","","","","02/26/2012 00:00","","","","","",-75.91459,"",42.098725
"Volutpat Nulla Consulting vtwXAAQ  MOL Standard Software","006i0000001vtwXAAQ",50,"","10/26/2012","Closed Won","","","Software","Volutpat Nulla Consulting","",38800,"","","","","10/22/2012 00:00","","","","","",-75.91459,"",42.098725
"Volutpat Nulla Consulting vtyIAAQ  MOL Standard Software","006i0000001vtyIAAQ",448,"","11/07/2012","Closed Won","","","Software","Volutpat Nulla Consulting","",311808,"","","","","11/07/2012 00:00","","","","","",-75.91459,"",42.098725
"Volutpat Nulla Consulting vuCpAAI  MOL Standard Software","006i0000001vuCpAAI",55,"","03/06/2013","Closed Lost","","","Software","Volutpat Nulla Consulting","",34320,"","","","","03/03/2013 00:00","","","","","",-75.91459,"",42.098725
"Volutpat Nulla Consulting vv3YAAQ  MOL Standard Software","006i0000001vv3YAAQ",13,"","12/08/2013","Closed Lost","","","Software","Volutpat Nulla Consulting","",9152,"","","","","11/30/2013 00:00","","","","","",-75.91459,"",42.098725
"Curae; Donec Industries vtLSAAY  MOL Standard Software","006i0000001vtLSAAY",10,"","09/20/2011","Closed Won","","","Software","Curae; Donec Industries","",6480,"","","","","09/20/2011 00:00","","","","","",-73.540447,"",41.054446
"Curae; Donec Industries vtOQAAY  MOL Standard Services","006i0000001vtOQAAY",70,"","11/10/2011","Closed Won","","","Services","Curae; Donec Industries","",49000,"","","","","11/05/2011 00:00","","","","","",-73.540447,"",41.054446
"Curae; Donec Industries vtryAAA  MOL Standard Software","006i0000001vtryAAA",8,"","09/26/2012","Closed Won","","","Software","Curae; Donec Industries","",5760,"","","","","09/18/2012 00:00","","","","","",-73.540447,"",41.054446
"Curae; Donec Industries vu4xAAA  MOL Standard Software","006i0000001vu4xAAA",177,"","12/29/2012","Closed Lost","","","Software","Curae; Donec Industries","",134520,"","","","","12/29/2012 00:00","","","","","",-73.540447,"",41.054446
"Curae; Donec Industries vuFOAAY  MOL Standard Software","006i0000001vuFOAAY",7,"","03/25/2013","Closed Won","","","Software","Curae; Donec Industries","",5208,"","","","","03/20/2013 00:00","","","","","",-73.540447,"",41.054446
"Curae; Donec Industries vumzAAA  MOL Standard Maintenance","006i0000001vumzAAA",28,"","09/23/2013","Closed Lost","","","Maintenance","Curae; Donec Industries","",2788.8,"","","","","09/21/2013 00:00","","","","","",-73.540447,"",41.054446
"Curae; Donec Industries vvTUAAY  MOL Standard Services","006i0000001vvTUAAY",4,"","03/20/2014","Closed Won","","","Services","Curae; Donec Industries","",2212,"","","","","03/20/2014 00:00","","","","","",-73.540447,"",41.054446
"Vel Industries vtQLAAY  MOL Standard Software","006i0000001vtQLAAY",6,"","11/30/2011","Closed Won","","","Software","Vel Industries","",4464,"","","","","12/02/2011 00:00","","","","","",-78.549691,"",43.329243
"Vel Industries vtczAAA  MOL Standard Software","006i0000001vtczAAA",33,"","05/04/2012","Closed Lost","","","Software","Vel Industries","",22968,"","","","","04/29/2012 00:00","","","","","",-78.549691,"",43.329243
"Vel Industries vtxwAAA  MOL Premium Software","006i0000001vtxwAAA",2,"","11/08/2012","Closed Won","","","Software","Vel Industries","",2280,"","","","","11/04/2012 00:00","","","","","",-78.549691,"",43.329243
"Vel Industries vu0NAAQ  MOL Standard Software","006i0000001vu0NAAQ",1,"","12/01/2012","Closed Lost","","","Software","Vel Industries","",648,"","","","","11/28/2012 00:00","","","","","",-78.549691,"",43.329243
"Vel Industries vv49AAA  MOL Standard Services","006i0000001vv49AAA",2,"","12/03/2013","Closed Lost","","","Services","Vel Industries","",1148,"","","","","12/03/2013 00:00","","","","","",-78.549691,"",43.329243
"Aliquam Vulputate Ullamcorper Ltd vu1AAAQ  MOL Standard Software","006i0000001vu1AAAQ",14,"","12/01/2012","Closed Lost","","","Software","Aliquam Vulputate Ullamcorper Ltd","",10640,"","","","","12/03/2012 00:00","","","","","",-83.048965,"",39.974298
"Aliquam Vulputate Ullamcorper Ltd vv4GAAQ  MOL Standard Maintenance","006i0000001vv4GAAQ",3,"","12/11/2013","Closed Lost","","","Maintenance","Aliquam Vulputate Ullamcorper Ltd","",270,"","","","","12/03/2013 00:00","","","","","",-83.048965,"",39.974298
"Ultricies Ornare Elit Associates vtYjAAI  MOL Standard Services","006i0000001vtYjAAI",2,"","03/22/2012","Closed Lost","","","Services","Ultricies Ornare Elit Associates","",1288,"","","","","03/24/2012 00:00","","","","","",-75.166574,"",39.950268
"Ultricies Ornare Elit Associates vuL9AAI  MOL Standard Software","006i0000001vuL9AAI",8,"","04/13/2013","Closed Won","","","Software","Ultricies Ornare Elit Associates","",5952,"","","","","04/08/2013 00:00","","","","","",-75.166574,"",39.950268
"Ultricies Ornare Elit Associates vvVTAAY  MOL Standard Software","006i0000001vvVTAAY",9,"","03/31/2014","Closed Lost","","","Software","Ultricies Ornare Elit Associates","",6480,"","","","","03/26/2014 00:00","","","","","",-75.166574,"",39.950268
"Ut Ipsum Ac Corporation vu2SAAQ  MOL Standard Software","006i0000001vu2SAAQ",11,"","12/14/2012","Closed Won","","","Software","Ut Ipsum Ac Corporation","",6952,"","","","","12/16/2012 00:00","","","","","",-83.538217,"",41.643183
"Ut Ipsum Ac Corporation vv6nAAA  MOL Standard Software","006i0000001vv6nAAA",3,"","12/24/2013","Closed Won","","","Software","Ut Ipsum Ac Corporation","",1848,"","","","","12/16/2013 00:00","","","","","",-83.538217,"",41.643183
"Eget Laoreet Consulting vu2dAAA  MOL Mobile Software","006i0000001vu2dAAA",10,"","12/15/2012","Closed Won","","","Maintenance","Eget Laoreet Consulting","",1140,"","","","","12/17/2012 00:00","","","","","",-81.852654,"",41.366911
"Eget Laoreet Consulting vu2cAAA  MOL Premium Software","006i0000001vu2cAAA",2,"","12/15/2012","Closed Won","","","Software","Eget Laoreet Consulting","",2352,"","","","","12/17/2012 00:00","","","","","",-81.852654,"",41.366911
"Eget Laoreet Consulting vv77AAA  MOL Standard Services","006i0000001vv77AAA",1,"","12/22/2013","Closed Won","","","Services","Eget Laoreet Consulting","",623,"","","","","12/17/2013 00:00","","","","","",-81.852654,"",41.366911
"Eget Laoreet Consulting vv78AAA  MOL Standard Services","006i0000001vv78AAA",17,"","12/24/2013","Closed Won","","","Services","Eget Laoreet Consulting","",9996,"","","","","12/17/2013 00:00","","","","","",-81.852654,"",41.366911
