"...1","Opportunity Name","ID","Opportunity Amount","Currency","Expected Close Date","Sales Stage","Probability (%)","Next Step","Type","Account Name","Description","Amount","Lead Source","campaign_id","Assigned to","Assigned User","Date Created","Date Modified","Created By","Modified By","Deleted","Geocode Status","Longitude","Address","Latitude"
NA,"Nibh Lacinia Orci Industries vtoeAAA  MOL Standard Software","006i0000001vtoeAAA",7,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,5488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.408468,NA,30.287657
NA,"Nibh Lacinia Orci Industries vtpUAAQ  MOL Standard Software","006i0000001vtpUAAQ",14,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,10752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.408468,NA,30.287657
NA,"Nibh Lacinia Orci Industries vtpcAAA  MOL Standard Software","006i0000001vtpcAAA",165,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,113520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.408468,NA,30.287657
NA,"Nibh Lacinia Orci Industries vtrTAAQ  MOL Standard Maintenance","006i0000001vtrTAAQ",19,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,2280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.408468,NA,30.287657
NA,"Nibh Lacinia Orci Industries vugFAAQ  MOL Standard Software","006i0000001vugFAAQ",1,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.408468,NA,30.287657
NA,"Nibh Lacinia Orci Industries vuiVAAQ  MOL Standard Software","006i0000001vuiVAAQ",4,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.408468,NA,30.287657
NA,"Nibh Lacinia Orci Industries vuj0AAA  MOL Standard Software","006i0000001vuj0AAA",33,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,24552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.408468,NA,30.287657
NA,"Nibh Lacinia Orci Industries vulXAAQ  MOL Standard Software","006i0000001vulXAAQ",2,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,1504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.408468,NA,30.287657
NA,"Pede Et Risus Limited vtJ3AAI  MOL Standard Maintenance","006i0000001vtJ3AAI",11,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1029.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.597888,NA,43.267243
NA,"Pede Et Risus Limited vtlQAAQ  MOL Standard Software","006i0000001vtlQAAQ",7,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,4648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.597888,NA,43.267243
NA,"Pede Et Risus Limited vunJAAQ  MOL Standard Maintenance","006i0000001vunJAAQ",37,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,3463.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.597888,NA,43.267243
NA,"Nulla In Tincidunt Corp. vtsXAAQ  MOL Standard Software","006i0000001vtsXAAQ",8,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.45146,NA,27.98624
NA,"Nulla In Tincidunt Corp. vunrAAA  MOL Standard Maintenance","006i0000001vunrAAA",38,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,3602.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.45146,NA,27.98624
NA,"Tristique Ac Corp. vtd4AAA  MOL Standard Maintenance","006i0000001vtd4AAA",3,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,313.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.562465,NA,39.11258
NA,"Tristique Ac Corp. vuNxAAI  MOL Standard Software","006i0000001vuNxAAI",4,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,2304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.562465,NA,39.11258
NA,"Dolor Elit Pellentesque Institute vunYAAQ  MOL Premium Software","006i0000001vunYAAQ",23,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,22356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-103.227547,NA,44.081389
NA,"Luctus Felis Purus Foundation vtdPAAQ  MOL Standard Software","006i0000001vtdPAAQ",16,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,11264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76.799582,NA,39.26818
NA,"Luctus Felis Purus Foundation vuOCAAY  MOL Standard Maintenance","006i0000001vuOCAAY",22,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,2244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76.799582,NA,39.26818
NA,"Nullam Suscipit LLP vtsWAAQ  MOL Standard Maintenance","006i0000001vtsWAAQ",17,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.441821,NA,27.960707
NA,"Nullam Suscipit LLP vunpAAA  MOL Standard Software","006i0000001vunpAAA",1,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.441821,NA,27.960707
NA,"Integer Tincidunt Inc. vtADAAY  MOL Standard Services","006i0000001vtADAAY",45,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,24255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.388535,NA,46.152419
NA,"Integer Tincidunt Inc. vtWjAAI  MOL Standard Software","006i0000001vtWjAAI",2,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,1184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.388535,NA,46.152419
NA,"Integer Tincidunt Inc. vtZaAAI  MOL Standard Software","006i0000001vtZaAAI",3,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.388535,NA,46.152419
NA,"Integer Tincidunt Inc. vu6IAAQ  MOL Standard Software","006i0000001vu6IAAQ",8,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.388535,NA,46.152419
NA,"Integer Tincidunt Inc. vuL5AAI  MOL Standard Software","006i0000001vuL5AAI",51,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,34272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.388535,NA,46.152419
NA,"Integer Tincidunt Inc. vuoWAAQ  MOL Standard Maintenance","006i0000001vuoWAAQ",41,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,4083.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.388535,NA,46.152419
NA,"Odio Aliquam Vulputate Limited vtLkAAI  MOL Standard Services","006i0000001vtLkAAI",10,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,6090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.277236,NA,40.554763
NA,"Odio Aliquam Vulputate Limited vtUpAAI  MOL Standard Services","006i0000001vtUpAAI",7,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,4753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.277236,NA,40.554763
NA,"Odio Aliquam Vulputate Limited vtruAAA  MOL Standard Software","006i0000001vtruAAA",18,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,11664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.277236,NA,40.554763
NA,"Odio Aliquam Vulputate Limited vu38AAA  MOL Standard Software","006i0000001vu38AAA",16,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,10496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.277236,NA,40.554763
NA,"Odio Aliquam Vulputate Limited vup3AAA  MOL Standard Software","006i0000001vup3AAA",19,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,12160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.277236,NA,40.554763
NA,"Ante Vivamus Corp. vuPRAAY  MOL Standard Software","006i0000001vuPRAAY",9,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85.210421,NA,44.976252
NA,"Lacinia At Incorporated vtDvAAI  MOL Standard Software","006i0000001vtDvAAI",62,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,40176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.654895,NA,42.315999
NA,"Lacinia At Incorporated vty2AAA  MOL Standard Software","006i0000001vty2AAA",93,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,63984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.654895,NA,42.315999
NA,"Lacinia At Incorporated vuQDAAY  MOL Standard Software","006i0000001vuQDAAY",4,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.654895,NA,42.315999
NA,"Interdum Curabitur Dictum Inc. vtE7AAI  MOL Standard Software","006i0000001vtE7AAI",30,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.932009,NA,40.127006
NA,"Interdum Curabitur Dictum Inc. vtUdAAI  MOL Standard Software","006i0000001vtUdAAI",1,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.932009,NA,40.127006
NA,"Interdum Curabitur Dictum Inc. vtcXAAQ  MOL Standard Services","006i0000001vtcXAAQ",8,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,5376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.932009,NA,40.127006
NA,"Interdum Curabitur Dictum Inc. vuRJAAY  MOL Standard Software","006i0000001vuRJAAY",113,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,68704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.932009,NA,40.127006
NA,"Dui Lectus Rutrum Foundation vtEMAAY  MOL Standard Software","006i0000001vtEMAAY",12,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,7200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.81965,NA,41.652955
NA,"Dui Lectus Rutrum Foundation vtbMAAQ  MOL Standard Software","006i0000001vtbMAAQ",28,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,17920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.81965,NA,41.652955
NA,"Dui Lectus Rutrum Foundation vuS9AAI  MOL Standard Maintenance","006i0000001vuS9AAI",23,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,2511.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.81965,NA,41.652955
NA,"Mauris Vestibulum LLP vtf8AAA  MOL Standard Maintenance","006i0000001vtf8AAA",7,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,823.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.09862,NA,38.335118
NA,"Mauris Vestibulum LLP vuRnAAI  MOL Standard Software","006i0000001vuRnAAI",3,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,2160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.09862,NA,38.335118
NA,"Ultricies Adipiscing Enim Institute vu5PAAQ  MOL Standard Software","006i0000001vu5PAAQ",4,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,2528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88.202421,NA,41.657902
NA,"Ultricies Adipiscing Enim Institute vurqAAA  MOL Standard Maintenance","006i0000001vurqAAA",20,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88.202421,NA,41.657902
NA,"Inceptos Hymenaeos Mauris Corporation vtJDAAY  MOL Standard Software","006i0000001vtJDAAY",37,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,23976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69.979896,NA,43.912764
NA,"Inceptos Hymenaeos Mauris Corporation vtiyAAA  MOL Standard Maintenance","006i0000001vtiyAAA",15,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,1656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69.979896,NA,43.912764
NA,"Inceptos Hymenaeos Mauris Corporation vurRAAQ  MOL Standard Software","006i0000001vurRAAQ",4,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,2624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69.979896,NA,43.912764
NA,"Vitae Diam Proin Foundation vtuXAAQ  MOL Standard Services","006i0000001vtuXAAQ",16,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,9296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.516167,NA,27.259739
NA,"Vitae Diam Proin Foundation vurtAAA  MOL Standard Software","006i0000001vurtAAA",16,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,10752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.516167,NA,27.259739
NA,"Nam Consequat Ltd vusKAAQ  MOL Standard Software","006i0000001vusKAAQ",7,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,4816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.97661,NA,41.889987
NA,"Hendrerit Donec Inc. vuwDAAQ  MOL Standard Software","006i0000001vuwDAAQ",1,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88.403993,NA,40.194982
NA,"Vestibulum Ante Incorporated vuFnAAI  MOL Standard Maintenance","006i0000001vuFnAAI",44,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,5016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.585323,NA,37.980028
NA,"Vestibulum Ante Incorporated vvTiAAI  MOL Standard Software","006i0000001vvTiAAI",124,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,71424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.585323,NA,37.980028
NA,"Volutpat Nulla Consulting vtQHAAY  MOL Standard Software","006i0000001vtQHAAY",18,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,10656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.91459,NA,42.098725
NA,"Volutpat Nulla Consulting vtWeAAI  MOL Standard Software","006i0000001vtWeAAI",7,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,5544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.91459,NA,42.098725
NA,"Volutpat Nulla Consulting vtwXAAQ  MOL Standard Software","006i0000001vtwXAAQ",50,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,38800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.91459,NA,42.098725
NA,"Volutpat Nulla Consulting vtyIAAQ  MOL Standard Software","006i0000001vtyIAAQ",448,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,311808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.91459,NA,42.098725
NA,"Volutpat Nulla Consulting vuCpAAI  MOL Standard Software","006i0000001vuCpAAI",55,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,34320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.91459,NA,42.098725
NA,"Volutpat Nulla Consulting vv3YAAQ  MOL Standard Software","006i0000001vv3YAAQ",13,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,9152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.91459,NA,42.098725
NA,"Curae; Donec Industries vtLSAAY  MOL Standard Software","006i0000001vtLSAAY",10,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.540447,NA,41.054446
NA,"Curae; Donec Industries vtOQAAY  MOL Standard Services","006i0000001vtOQAAY",70,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,49000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.540447,NA,41.054446
NA,"Curae; Donec Industries vtryAAA  MOL Standard Software","006i0000001vtryAAA",8,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,5760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.540447,NA,41.054446
NA,"Curae; Donec Industries vu4xAAA  MOL Standard Software","006i0000001vu4xAAA",177,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,134520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.540447,NA,41.054446
NA,"Curae; Donec Industries vuFOAAY  MOL Standard Software","006i0000001vuFOAAY",7,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,5208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.540447,NA,41.054446
NA,"Curae; Donec Industries vumzAAA  MOL Standard Maintenance","006i0000001vumzAAA",28,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,2788.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.540447,NA,41.054446
NA,"Curae; Donec Industries vvTUAAY  MOL Standard Services","006i0000001vvTUAAY",4,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,2212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.540447,NA,41.054446
NA,"Vel Industries vtQLAAY  MOL Standard Software","006i0000001vtQLAAY",6,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,4464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.549691,NA,43.329243
NA,"Vel Industries vtczAAA  MOL Standard Software","006i0000001vtczAAA",33,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,22968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.549691,NA,43.329243
NA,"Vel Industries vtxwAAA  MOL Premium Software","006i0000001vtxwAAA",2,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.549691,NA,43.329243
NA,"Vel Industries vu0NAAQ  MOL Standard Software","006i0000001vu0NAAQ",1,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.549691,NA,43.329243
NA,"Vel Industries vv49AAA  MOL Standard Services","006i0000001vv49AAA",2,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,1148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.549691,NA,43.329243
NA,"Aliquam Vulputate Ullamcorper Ltd vu1AAAQ  MOL Standard Software","006i0000001vu1AAAQ",14,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,10640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83.048965,NA,39.974298
NA,"Aliquam Vulputate Ullamcorper Ltd vv4GAAQ  MOL Standard Maintenance","006i0000001vv4GAAQ",3,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83.048965,NA,39.974298
NA,"Ultricies Ornare Elit Associates vtYjAAI  MOL Standard Services","006i0000001vtYjAAI",2,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,1288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.166574,NA,39.950268
NA,"Ultricies Ornare Elit Associates vuL9AAI  MOL Standard Software","006i0000001vuL9AAI",8,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,5952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.166574,NA,39.950268
NA,"Ultricies Ornare Elit Associates vvVTAAY  MOL Standard Software","006i0000001vvVTAAY",9,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,6480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.166574,NA,39.950268
NA,"Ut Ipsum Ac Corporation vu2SAAQ  MOL Standard Software","006i0000001vu2SAAQ",11,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83.538217,NA,41.643183
NA,"Ut Ipsum Ac Corporation vv6nAAA  MOL Standard Software","006i0000001vv6nAAA",3,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,1848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83.538217,NA,41.643183
NA,"Eget Laoreet Consulting vu2dAAA  MOL Mobile Software","006i0000001vu2dAAA",10,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.852654,NA,41.366911
NA,"Eget Laoreet Consulting vu2cAAA  MOL Premium Software","006i0000001vu2cAAA",2,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.852654,NA,41.366911
NA,"Eget Laoreet Consulting vv77AAA  MOL Standard Services","006i0000001vv77AAA",1,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.852654,NA,41.366911
NA,"Eget Laoreet Consulting vv78AAA  MOL Standard Services","006i0000001vv78AAA",17,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,9996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.852654,NA,41.366911
NA,"Justo Eu Arcu Consulting vu2eAAA  MOL Standard Software","006i0000001vu2eAAA",8,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,6272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.00966,NA,39.936374
NA,"Justo Eu Arcu Consulting vv79AAA  MOL Standard Software","006i0000001vv79AAA",10,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.00966,NA,39.936374
NA,"Malesuada Fames Ac LLP vuOYAAY  MOL Standard Maintenance","006i0000001vuOYAAY",4,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85.63082,NA,43.017919
NA,"Malesuada Fames Ac LLP vuDJAAY  MOL Standard Software","006i0000001vuDJAAY",17,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,12784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85.63082,NA,43.017919
NA,"Malesuada Fames Ac LLP vvWaAAI  MOL Standard Software","006i0000001vvWaAAI",6,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,4128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85.63082,NA,43.017919
NA,"Malesuada Fames Ac LLP vvWZAAY  MOL Standard Software","006i0000001vvWZAAY",1,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85.63082,NA,43.017919
NA,"Donec Tempor Associates vuIRAAY  MOL Standard Software","006i0000001vuIRAAY",8,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,5696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83.066021,NA,42.351857
NA,"Donec Tempor Associates vvXKAAY  MOL Premium Maintenance","006i0000001vvXKAAY",17,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,2320.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83.066021,NA,42.351857
NA,"Elit Aliquam Ltd vvYGAAY  MOL Premium Software","006i0000001vvYGAAY",26,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,30576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.316536,NA,43.521175
NA,"Sollicitudin A Malesuada Limited vtDJAAY  MOL Standard Software","006i0000001vtDJAAY",9,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.859573,NA,42.86588
NA,"Sollicitudin A Malesuada Limited vtaiAAA  MOL Standard Maintenance","006i0000001vtaiAAA",9,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,896.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.859573,NA,42.86588
NA,"Sollicitudin A Malesuada Limited vtdRAAQ  MOL Standard Software","006i0000001vtdRAAQ",24,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,18816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.859573,NA,42.86588
NA,"Sollicitudin A Malesuada Limited vufrAAA  MOL Standard Software","006i0000001vufrAAA",17,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,10064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.859573,NA,42.86588
NA,"Sollicitudin A Malesuada Limited vvcBAAQ  MOL Standard Software","006i0000001vvcBAAQ",3,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.859573,NA,42.86588
NA,"Metus Eu Erat Industries vu5bAAA  MOL Standard Services","006i0000001vu5bAAA",6,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,3990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.704465,NA,41.484397
NA,"Metus Eu Erat Industries vvCNAAY  MOL Standard Software","006i0000001vvCNAAY",115,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,69000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.704465,NA,41.484397
NA,"Auctor Foundation vuLgAAI  MOL Standard Software","006i0000001vuLgAAI",3,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85.974336,NA,42.108739
NA,"Auctor Foundation vvcuAAA  MOL Standard Services","006i0000001vvcuAAA",26,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,17472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85.974336,NA,42.108739
NA,"Ornare Limited vvD2AAI  MOL Premium Maintenance","006i0000001vvD2AAI",10,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-98.091916,NA,29.940931
NA,"Pede Nec Consulting vvCfAAI  MOL Standard Software","006i0000001vvCfAAI",14,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,10752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-97.061384,NA,27.836293
NA,"Non Quam Pellentesque Limited vvD9AAI  MOL Standard Services","006i0000001vvD9AAI",7,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,3969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-98.482439,NA,29.444462
NA,"Parturient Montes Nascetur Consulting vvDHAAY  MOL Standard Software","006i0000001vvDHAAY",105,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,59640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-97.335229,NA,32.730375
NA,"Integer Aliquam LLC vvCxAAI  MOL Standard Services","006i0000001vvCxAAI",4,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,2128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-98.869619,NA,30.27257
NA,"Quisque Libero Corporation vvDdAAI  MOL Standard Software","006i0000001vvDdAAI",16,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,9472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-98.561363,NA,29.601741
NA,"Mus Proin Vel Consulting vveOAAQ  MOL Premium Software","006i0000001vveOAAQ",2,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,2232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.955161,NA,41.220415
